[2026-06-10 18:04:30] [INFO    ] discord.client: logging in using static token
[2026-06-10 18:04:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-06-10T22:04:53.258000+00:00', 'pinned': False, 'nonce': '1514389920548913152', 'mentions': [{'username': 'Top Chatter', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1514378497987182727'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-06-10T21:19:29.858511+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1514369908085887037', 'global_name': None, 'display_name_styles': None, 'discriminator': '8584', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '05cccc4aa09abe64e14aa23f2e0ab37c'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1078658144995123210', '1179488968023228477'], 'premium_since': None, 'pending': False, 'nick': 'hussein', 'mute': False, 'joined_at': '2023-02-23T23:02:20.441000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': '2024-11-13T15:28:54.884000+00:00', 'banner': None, 'avatar': None}, 'id': '1514389921367064687', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1514369908085887037>', 'components': [], 'channel_type': 0, 'channel_id': '1078442967834046517', 'author': {'username': 'muhamm38_', 'public_flags': 64, 'primary_guild': None, 'id': '763070554172817428', 'global_name': 'dirk', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '1c35bca56353a68c1c05d5cfa13871f7'}, 'attachments': [], 'guild_id': '1078442967141994496'}}
[2026-06-10 18:04:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-06-10 18:04:53] [DEBUG   ] discord.client: Dispatching event message
[2026-06-10 18:05:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-06-10 18:05:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-06-10 18:05:53] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-06-10 18:05:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-06-10 18:06:34] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-06-10 18:06:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-06-10 18:07:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-06-10 18:07:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-06-10 18:07:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-06-10 18:07:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-06-10 18:08:38] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-06-10 18:08:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
